41	WebKit	AD	CHINANET	Sichuan	async	1876	slow	943.0	12.0	48.0	68.0	1071.0
35	WebKit	noAD	CHINANET	Guangdong	async	1819	slow	2665.0	343.0	41.0	1369.0	4418.0
4	WebKit	AD	CHINANET	Guangdong	sync	1763	slow	574.0	296.85	230.0	299.0	1399.85
25	WebKit	noAD	CMNET	Hunan	async	1763	slow	405.0	156.0	141.0	1014.0	1716.0
38	WebKit	noAD	CERNET	Guangdong	async	1763	slow	219.0	156.0	78.0	1062.0	1515.0
37	WebKit	noAD	CMNET	None	async	1768	slow	283.0	3.0	33.0	3306.0	3625.0
30	Trident 5.0+	noAD	UNICOM	Beijing	async	1753	slow	72.0	879.0	73.0	71.0	1095.0
28	WebKit	noAD	CRTC	Hubei	async	1763	slow	501.0	171.0	167.0	631.0	1470.0
27	Trident 5.0+	noAD	CHINANET	None	async	1770	slow	501.0	8.0	87.0	1761.0	2357.0
26	Others	AD	CMNET	Guangxi	async	1758	slow	1560.0	212.0	50.0	233.0	2055.0
22	Trident 5.0+	noAD	UNICOM	Beijing	async	1775	slow	1658.0	41.0	96.0	66.0	1861.0
0	WebKit	noAD	CNCGROUP	Xinjiang	sync	1804	slow	642.0	2496.53	155.0	0.0	3293.53
12	Trident unversioned	noAD	CHINANET	Guangdong	sync	1807	slow	367.0	497.46	422.0	0.0	1286.46
14	Trident unversioned	AD	CHINANET	Hunan	sync	1814	slow	728.0	301.99	671.0	3063.0	4763.99
33	WebKit	AD	CHINANET	Sichuan	async	1814	slow	211.0	122.0	91.0	979.0	1403.0
30	WebKit	noAD	CHINANET	Guangxi	async	1761	slow	108.0	122.0	71.0	3191.0	3492.0
27	WebKit	AD	CMNET	Guizhou	async	1764	slow	381.0	230.0	69.0	393.0	1073.0
17	WebKit	noAD	CHINANET	Fujian	async	1767	slow	0.0	14.0	55.0	2277.0	2346.0
30	Gecko	AD	CHINANET	Guangdong	async	1787	slow	808.0	2.0	72.0	311.0	1193.0
29	WebKit	noAD	UNICOM	Guangdong	async	1769	slow	1231.0	167.0	49.0	67.0	1514.0
29	WebKit	noAD	CHINANET	Heinan	async	1761	slow	456.0	313.0	152.0	145.0	1066.0
0	Trident unversioned	noAD	CHINANET	Guangdong	sync	1742	slow	280.0	453.04	297.0	0.0	1030.04
30	WebKit	AD	CHINANET	Fujian	async	1715	slow	1114.0	2.0	67.0	179.0	1362.0
32	WebKit	noAD	UNICOM	Beijing	async	1705	slow	652.0	254.0	172.0	750.0	1828.0
37	Trident unversioned	AD	CHINANET	Zhejiang	sync	1699	slow	755.0	178.82	328.0	0.0	1261.82
32	WebKit	noAD	CHINANET	None	async	1707	slow	146.0	358.0	28.0	606.0	1138.0
27	Trident 4.0	noAD	CMNET	Zhejiang	async	1650	slow	0.0	118.0	90.0	1468.0	1676.0
29	WebKit	noAD	CHINANET	Guangdong	async	1689	slow	196.0	90.0	45.0	2225.0	2556.0
1	WebKit	noAD	UNICOM	Heibei	async	1693	slow	2075.0	427.0	34.0	0.0	2536.0
15	Trident 4.0	AD	CHINANET	Chongqing	async	1710	slow	0.0	397.0	78.0	780.0	1255.0
16	WebKit	noAD	CHINANET	Guangdong	async	1799	slow	830.0	270.0	29.0	52.0	1181.0
15	WebKit	noAD	CHINANET	Hubei	sync	1843	slow	376.0	281.45	358.0	2231.0	3246.45
23	WebKit	noAD	OTHER	None	async	1814	slow	299.0	417.0	50.0	252.0	1018.0
29	Trident 4.0	AD	CHINANET	Zhejiang	async	1773	slow	2642.0	280.0	406.0	672.0	4000.0
19	WebKit	AD	CMNET	None	async	1776	slow	508.0	453.0	261.0	820.0	2042.0
25	Trident 4.0	noAD	CHINANET	Guangdong	async	1793	slow	566.0	309.0	172.0	766.0	1813.0
15	Trident 4.0	noAD	CHINANET	Sichuan	async	1774	slow	1663.0	76.0	583.0	1441.0	3763.0
12	Others	noAD	CERNET	Beijing	async	1762	slow	126.0	1339.0	92.0	170.0	1727.0
12	WebKit	noAD	CHINANET	Guangdong	async	1740	slow	408.0	107.0	297.0	297.0	1109.0
40	Trident 4.0	AD	UNICOM	Heinan	async	1720	slow	797.0	187.0	531.0	531.0	2046.0
14	Trident 5.0+	noAD	CHINANET	Chongqing	async	1701	slow	468.0	204.0	83.0	1245.0	2000.0
26	WebKit	noAD	CHINANET	Guangdong	async	1706	slow	385.0	380.0	47.0	2375.0	3187.0
20	WebKit	AD	CHINANET	Guangdong	async	1708	slow	571.0	128.0	31.0	3622.0	4352.0
16	WebKit	noAD	UNICOM	Beijing	async	1707	slow	74.0	168.0	346.0	519.0	1107.0
37	Trident 5.0+	AD	UNICOM	Heinan	async	1733	slow	431.0	39.0	98.0	1463.0	2031.0
30	Trident unversioned	AD	CHINANET	Hainan	sync	1720	slow	134.0	174.34	437.0	1188.0	1933.34
13	Trident 4.0	noAD	CMNET	None	sync	1654	slow	349.0	139.88	1638.0	203.0	2329.88
31	Trident 5.0+	noAD	UNICOM	Tianjin	async	1640	slow	308.0	171.0	63.0	778.0	1320.0
36	Trident 4.0	AD	UNICOM	Beijing	sync	1627	slow	196.0	155.22	594.0	62.0	1007.22
28	WebKit	AD	CRTC	Hubei	async	1646	slow	154.0	641.0	63.0	187.0	1045.0
20	Others	noAD	CHINANET	SShanxi	async	1642	slow	163.0	514.0	123.0	405.0	1205.0
29	Trident 4.0	noAD	CHINANET	Jiangxi	async	1615	slow	2933.0	2.0	158.0	281.0	3374.0
17	Trident unversioned	noAD	CHINANET	Guangdong	sync	1613	slow	632.0	143.5	110.0	328.0	1213.5
29	Trident 5.0+	noAD	OTHER	Guangdong	async	1625	slow	174.0	1009.0	35.0	357.0	1575.0
25	WebKit	noAD	OTHER	None	async	1636	slow	186.0	370.0	236.0	285.0	1077.0
13	WebKit	noAD	CHINANET	Guangdong	async	1629	slow	190.0	3246.0	57.0	51.0	3544.0
1	Trident 5.0+	noAD	CHINANET	Heibei	async	1658	slow	736.0	346.0	181.0	100.0	1363.0
19	Trident unversioned	noAD	CHINANET	Guangxi	sync	1682	slow	538.0	90.44	562.0	2781.0	3971.44
20	Trident unversioned	noAD	CHINANET	Hubei	sync	1672	slow	351.0	188.92	531.0	2406.0	3476.92
28	Trident 4.0	AD	CHINANET	Guangxi	async	1666	slow	446.0	242.0	125.0	750.0	1563.0
36	Trident 4.0	noAD	CHINANET	Hunan	sync	1652	slow	546.0	127.98	144.0	626.0	1443.98
30	Trident 5.0+	noAD	CHINANET	Hunan	async	1648	slow	193.0	171.0	41.0	1712.0	2117.0
17	Trident unversioned	noAD	CHINANET	Heibei	sync	1650	slow	519.0	524.05	485.0	343.0	1871.05
21	Trident unversioned	noAD	CHINANET	Anhui	sync	1627	slow	330.0	136.61	156.0	1109.0	1731.61
29	WebKit	noAD	CHINANET	Hubei	async	1611	slow	174.0	92.0	31.0	4641.0	4938.0
37	WebKit	noAD	CMNET	Jiangxi	async	1615	slow	219.0	151.0	56.0	771.0	1197.0
26	Trident 5.0+	noAD	UNICOM	Beijing	async	1607	slow	37.0	160.0	60.0	1494.0	1751.0
35	WebKit	noAD	OTHER	Beijing	async	1659	slow	497.0	2.0	156.0	718.0	1373.0
23	Others	noAD	CHINANET	Guangdong	async	1663	slow	534.0	11.0	43.0	823.0	1411.0
35	WebKit	noAD	CHINANET	Guangdong	async	1626	slow	459.0	287.0	55.0	3552.0	4353.0
34	WebKit	AD	UNICOM	Heinan	async	1608	slow	1636.0	167.0	129.0	540.0	2472.0
24	Trident 5.0+	AD	CNCGROUP	Guangdong	async	1541	slow	343.0	570.0	184.0	312.0	1409.0
27	WebKit	AD	UNICOM	Heilongjiang	async	1530	slow	1166.0	206.0	545.0	550.0	2467.0
16	WebKit	AD	UNICOM	Guangdong	async	1537	slow	441.0	382.0	67.0	285.0	1175.0
17	WebKit	noAD	CHINANET	None	async	1594	slow	563.0	95.0	94.0	872.0	1624.0
25	WebKit	noAD	CNCGROUP	SShanxi	async	1582	slow	74.0	394.0	156.0	624.0	1248.0
20	Trident 4.0	AD	CHINANET	Jiangsu	async	1579	slow	286.0	168.0	234.0	2719.0	3407.0
25	WebKit	noAD	CHINANET	Shanghai	sync	1537	slow	423.0	114.43	124.0	1281.0	1942.43
16	Others	AD	CHINANET	Jiangsu	sync	1482	slow	463.0	268.31	194.0	341.0	1266.31
12	WebKit	noAD	UNICOM	Hunan	async	1487	slow	616.0	478.0	294.0	695.0	2083.0
37	WebKit	noAD	CHINANET	Hubei	async	1516	slow	477.0	198.0	386.0	1367.0	2428.0
18	WebKit	AD	CHINANET	Shanghai	async	1557	slow	500.0	354.0	98.0	275.0	1227.0
28	Trident 4.0	AD	CMNET	Sichuan	async	1560	slow	578.0	218.0	360.0	625.0	1781.0
14	Others	noAD	CHINANET	Guangdong	async	1585	slow	195.0	277.0	26.0	999.0	1497.0
24	Trident 4.0	noAD	CHINANET	Guangdong	async	1592	slow	395.0	105.0	156.0	1360.0	2016.0
13	Trident unversioned	noAD	UNICOM	Heinan	sync	1586	slow	738.0	77.47	187.0	250.0	1252.47
26	WebKit	noAD	CHINANET	Shanghai	async	1578	slow	47.0	78.0	78.0	3110.0	3313.0
30	WebKit	noAD	OTHER	Beijing	async	1534	slow	1145.0	40.0	31.0	12.0	1228.0
16	Trident 5.0+	noAD	UNICOM	Shandong	async	1538	slow	451.0	156.0	229.0	456.0	1292.0
31	WebKit	noAD	CHINANET	Jiangsu	async	1521	slow	142.0	552.0	50.0	483.0	1227.0
34	WebKit	AD	CHINANET	Yunnan	sync	1476	slow	162.0	137.28	183.0	921.0	1403.28
13	Trident 4.0	noAD	CHINANET	Jiangsu	async	1462	slow	545.0	142.0	172.0	234.0	1093.0
31	Trident 4.0	AD	UNICOM	Zhejiang	async	1475	slow	1780.0	220.0	204.0	906.0	3110.0
13	Trident unversioned	AD	CNCGROUP	Jiangsu	sync	1484	slow	1016.0	148.9	875.0	15.0	2054.9
13	WebKit	noAD	CHINANET	Hubei	async	1512	slow	513.0	147.0	36.0	3078.0	3774.0
25	Trident 5.0+	noAD	CHINANET	Sichuan	async	1514	slow	353.0	367.0	974.0	198.0	1892.0
16	WebKit	noAD	CHINANET	Shanghai	async	1532	slow	92.0	501.0	32.0	406.0	1031.0
17	Trident unversioned	AD	UNICOM	Guangdong	sync	1501	slow	162.0	267.85	906.0	0.0	1335.85
23	WebKit	AD	UNICOM	Zhejiang	async	1480	slow	170.0	489.0	67.0	376.0	1102.0
37	Others	AD	CRTC	Guangdong	async	1510	slow	572.0	776.0	154.0	323.0	1825.0
35	Trident 5.0+	AD	UNICOM	Beijing	async	1509	slow	3893.0	267.0	154.0	444.0	4758.0
34	WebKit	AD	CMNET	Yunnan	async	1522	slow	495.0	253.0	453.0	218.0	1419.0
28	WebKit	noAD	CHINANET	Guangdong	async	1577	slow	1026.0	16.0	24.0	3007.0	4073.0
12	Trident 4.0	noAD	CHINANET	Hubei	sync	1581	slow	49.37	137.63	828.0	0.0	1015.0
25	Trident 5.0+	AD	CHINANET	Guangdong	async	1590	slow	130.0	246.0	103.0	544.0	1023.0
26	Others	noAD	CHINANET	Guizhou	async	1605	slow	0.0	214.0	171.0	813.0	1198.0
14	WebKit	noAD	UNICOM	Yunnan	async	1529	slow	265.0	462.0	34.0	476.0	1237.0
32	WebKit	noAD	CHINANET	None	async	1485	slow	370.0	111.0	123.0	449.0	1053.0
35	Others	AD	OTHER	Beijing	async	1488	slow	261.0	179.0	800.0	283.0	1523.0
8	Trident 5.0+	noAD	UNICOM	Heinan	async	1468	slow	123.0	766.0	60.0	181.0	1130.0
23	WebKit	AD	CHINANET	Guangdong	async	1386	slow	219.0	109.0	93.0	1014.0	1435.0
0	WebKit	noAD	CHINANET	Zhejiang	async	1400	slow	167.0	858.0	26.0	0.0	1051.0
12	WebKit	noAD	OTHER	Guangdong	async	1441	slow	261.0	21.0	17.0	1126.0	1425.0
25	Trident unversioned	noAD	CHINANET	Tianjin	sync	1400	slow	96.0	128.52	281.0	828.0	1333.52
40	WebKit	AD	CHINANET	Shanghai	async	1396	slow	72.0	260.0	91.0	620.0	1043.0
30	WebKit	AD	CHINANET	Gansu	async	1403	slow	946.0	307.0	57.0	445.0	1755.0
36	WebKit	noAD	OTHER	Guangdong	async	1396	slow	188.0	180.0	98.0	1004.0	1470.0
34	WebKit	noAD	CHINANET	Guangxi	async	1399	slow	1521.0	345.0	620.0	2244.0	4730.0
26	Trident 5.0+	noAD	CHINANET	Xinjiang	async	1411	slow	239.0	292.0	50.0	877.0	1458.0
33	WebKit	AD	UNICOM	Shanghai	async	1427	slow	152.0	407.0	121.0	459.0	1139.0
20	Trident unversioned	noAD	CMNET	Heilongjiang	sync	1418	slow	128.0	117.52	234.0	688.0	1167.52
20	Trident 5.0+	noAD	UNICOM	Heinan	async	1391	slow	66.0	939.0	40.0	94.0	1139.0
28	WebKit	noAD	UNICOM	Yunnan	async	1386	slow	914.0	264.0	40.0	364.0	1582.0
36	WebKit	AD	UNICOM	Hainan	async	1380	slow	329.0	153.0	16.0	603.0	1101.0
29	Trident 5.0+	noAD	CHINANET	Guangxi	async	1395	slow	80.0	115.0	81.0	2044.0	2320.0
37	WebKit	AD	CRTC	Guangdong	async	1292	slow	506.0	31.0	169.0	361.0	1067.0
24	Trident 4.0	noAD	CMNET	Fujian	async	1296	slow	6.0	135.0	109.0	3547.0	3797.0
31	WebKit	noAD	CMNET	Zhejiang	async	1287	slow	129.0	149.0	287.0	899.0	1464.0
41	WebKit	AD	CHINANET	Hubei	async	1291	slow	176.0	183.0	47.0	624.0	1030.0
38	WebKit	AD	CMNET	None	async	1324	slow	671.0	452.0	31.0	994.0	2148.0
24	WebKit	noAD	CHINANET	SShanxi	async	1314	slow	290.0	258.0	141.0	539.0	1228.0
37	Trident 4.0	noAD	CNCGROUP	Beijing	async	1259	slow	1201.0	151.0	391.0	1963.0	3706.0
33	Trident 5.0+	AD	CHINANET	Zhejiang	async	1228	slow	314.0	172.0	55.0	561.0	1102.0
16	Trident 4.0	noAD	CHINANET	Xinjiang	async	1232	slow	593.0	95.0	78.0	875.0	1641.0
29	WebKit	AD	CHINANET	Guangdong	async	1241	slow	247.0	96.0	21.0	3236.0	3600.0
14	Trident unversioned	AD	OTHER	Beijing	sync	1306	slow	611.0	716.0	484.0	0.0	1811.0
41	WebKit	AD	UNICOM	Heinan	async	1306	slow	622.0	314.0	31.0	921.0	1888.0
25	WebKit	noAD	CHINANET	Xinjiang	async	1221	slow	139.0	250.0	49.0	1599.0	2037.0
38	WebKit	noAD	CHINANET	Guangdong	async	1209	slow	375.0	139.0	47.0	1326.0	1887.0
32	WebKit	noAD	UNICOM	Heinan	sync	1206	slow	443.0	177.85	195.0	342.0	1157.85
24	WebKit	noAD	CHINANET	Zhejiang	async	1237	slow	702.0	1359.0	529.0	2081.0	4671.0
15	WebKit	noAD	CHINANET	Zhejiang	sync	1216	slow	45.0	111.37	324.0	3062.0	3542.37
41	WebKit	noAD	UNICOM	Chongqing	async	1231	slow	849.0	17.0	784.0	457.0	2107.0
31	Others	AD	CHINANET	Guizhou	async	1228	slow	276.0	187.0	910.0	605.0	1978.0
32	Trident 4.0	noAD	CRTC	Guangdong	async	1223	slow	281.0	532.0	109.0	797.0	1719.0
26	WebKit	noAD	CHINANET	Jiangsu	async	1161	slow	2083.0	11.0	47.0	1562.0	3703.0
24	Gecko	noAD	CHINANET	Guangdong	async	1159	slow	137.0	396.0	583.0	487.0	1603.0
27	WebKit	AD	UNICOM	Beijing	async	1156	slow	97.0	622.0	78.0	328.0	1125.0
18	Trident unversioned	AD	CHINANET	Guangdong	sync	1137	slow	251.0	118.27	703.0	0.0	1072.27
27	WebKit	noAD	UNICOM	Beijing	async	1184	slow	59.0	439.0	21.0	589.0	1108.0
44	WebKit	AD	CHINANET	Yunnan	async	1191	slow	690.0	173.0	170.0	2011.0	3044.0
34	WebKit	AD	CMNET	Heinan	async	1154	slow	353.0	22.0	437.0	1438.0	2250.0
12	Trident unversioned	noAD	CHINANET	Guangdong	sync	1174	slow	679.0	849.47	126.0	0.0	1654.47
0	WebKit	noAD	UNICOM	Beijing	async	1074	slow	114.0	3340.0	22.0	0.0	3476.0
39	WebKit	AD	UNICOM	Fujian	async	1088	slow	251.0	268.0	99.0	412.0	1030.0
40	Others	noAD	CHINANET	Guangdong	async	1084	slow	368.0	171.0	45.0	699.0	1283.0
15	WebKit	AD	CHINANET	Xinjiang	async	1104	slow	1480.0	420.0	160.0	1148.0	3208.0
34	WebKit	noAD	CHINANET	Hainan	async	1113	slow	159.0	125.0	146.0	603.0	1033.0
24	Trident 4.0	AD	CHINANET	Zhejiang	async	1127	slow	375.0	219.0	359.0	969.0	1922.0
20	Trident unversioned	AD	CHINANET	Shanghai	sync	1173	slow	237.0	340.01	437.0	0.0	1014.01
25	WebKit	AD	CHINANET	Jiangsu	async	1168	slow	1130.0	391.0	502.0	647.0	2670.0
35	WebKit	noAD	OTHER	Heinan	async	1151	slow	786.0	340.0	56.0	3110.0	4292.0
17	WebKit	AD	UNICOM	Shanxi	async	1146	slow	0.0	164.0	255.0	1021.0	1440.0
17	WebKit	noAD	CHINANET	SShanxi	async	1096	slow	47.0	124.0	21.0	1514.0	1706.0
25	Gecko	noAD	CHINANET	Guangdong	async	1073	slow	143.0	130.0	89.0	1742.0	2104.0
32	WebKit	AD	UNICOM	Hubei	async	1057	slow	417.0	4.0	140.0	500.0	1061.0
13	WebKit	AD	UNICOM	Heilongjiang	async	1039	slow	76.0	521.0	28.0	611.0	1236.0
24	WebKit	noAD	UNICOM	Sichuan	async	1128	slow	403.0	741.0	28.0	644.0	1816.0
26	Trident 5.0+	noAD	CHINANET	Guangdong	async	1135	slow	269.0	254.0	48.0	509.0	1080.0
16	WebKit	noAD	CHINANET	Guangdong	async	1119	slow	261.0	198.0	149.0	1356.0	1964.0
26	WebKit	AD	GWBN	Shanghai	async	1116	slow	496.0	206.0	826.0	219.0	1747.0
13	WebKit	noAD	CHINANET	Guangdong	sync	1096	slow	177.0	357.07	369.0	224.0	1127.07
35	WebKit	noAD	CHINANET	Shanxi	sync	1094	slow	153.0	141.87	106.0	991.0	1391.87
1	WebKit	noAD	CRTC	Shanxi	async	1078	slow	111.0	669.0	46.0	203.0	1029.0
14	WebKit	noAD	CHINANET	Shanghai	async	1063	slow	929.0	82.0	367.0	440.0	1818.0
39	Trident 4.0	noAD	UNICOM	Fujian	async	1064	slow	663.0	321.0	141.0	953.0	2078.0
27	WebKit	AD	CHINANET	Anhui	async	1053	slow	326.0	297.0	120.0	540.0	1283.0
36	Trident 5.0+	AD	CHINANET	Guizhou	async	1084	slow	792.0	10.0	327.0	416.0	1545.0
29	WebKit	noAD	UNICOM	Hubei	async	1077	slow	196.0	116.0	31.0	2949.0	3292.0
28	WebKit	noAD	CHINANET	Guangdong	async	1064	slow	425.0	124.0	137.0	3015.0	3701.0
12	Trident unversioned	noAD	OTHER	None	sync	1041	slow	595.0	787.78	1093.0	109.0	2584.78
0	WebKit	noAD	CHINANET	Fujian	async	1034	slow	3302.0	318.0	24.0	0.0	3644.0
16	WebKit	noAD	UNICOM	Tianjin	async	1063	slow	1363.0	131.0	23.0	424.0	1941.0
30	Gecko	noAD	CNCGROUP	Fujian	async	1060	slow	332.0	189.0	101.0	690.0	1312.0
32	Trident 4.0	AD	CHINANET	Guangdong	async	1051	slow	1296.0	171.0	187.0	343.0	1997.0
33	WebKit	AD	CERNET	Guangdong	async	1042	slow	236.0	488.0	83.0	445.0	1252.0
24	Trident 5.0+	noAD	CHINANET	Xinjiang	async	1035	slow	230.0	295.0	189.0	295.0	1009.0
26	Trident 5.0+	noAD	CHINANET	Guangdong	async	1044	slow	68.0	136.0	91.0	2793.0	3088.0
1	Gecko	noAD	CHINANET	Guangdong	async	1018	slow	733.0	2.0	117.0	561.0	1413.0
17	Trident 5.0+	noAD	CHINANET	Guangxi	async	1018	slow	154.0	246.0	157.0	486.0	1043.0
30	WebKit	noAD	CHINANET	Sichuan	async	1009	slow	244.0	411.0	31.0	983.0	1669.0
19	Trident unversioned	noAD	CHINANET	Fujian	sync	1016	slow	270.0	124.02	500.0	641.0	1535.02
24	Trident 4.0	noAD	UNICOM	Beijing	async	1025	slow	1436.0	2.0	78.0	2891.0	4407.0
37	WebKit	noAD	CRTC	Shanghai	async	1030	slow	130.0	129.0	29.0	1909.0	2197.0
20	WebKit	AD	UNICOM	Heibei	sync	1045	slow	409.0	248.95	169.0	362.0	1188.95
18	Trident unversioned	AD	CHINANET	Hainan	sync	1054	slow	245.0	131.31	194.0	1072.0	1642.31
24	WebKit	noAD	OTHER	None	async	1037	slow	201.0	393.0	44.0	4022.0	4660.0
14	WebKit	AD	UNICOM	Guangxi	async	1018	slow	204.0	325.0	59.0	450.0	1038.0
23	Trident 4.0	noAD	CMNET	Jiangsu	sync	950	slow	935.0	137.67	188.0	203.0	1463.67
24	WebKit	noAD	CMNET	Guangdong	async	959	slow	296.0	96.0	85.0	1106.0	1583.0
34	WebKit	noAD	CHINANET	Xinjiang	async	961	slow	177.0	190.0	124.0	1255.0	1746.0
12	WebKit	AD	CHINANET	Heibei	async	971	slow	698.0	5.0	32.0	290.0	1025.0
2	WebKit	noAD	UNICOM	Heilongjiang	async	1001	slow	957.0	237.0	33.0	0.0	1227.0
24	WebKit	noAD	CMNET	Heinan	async	1023	slow	171.0	141.0	203.0	1139.0	1654.0
14	Gecko	AD	UNICOM	Guangdong	async	1011	slow	301.0	416.0	71.0	520.0	1308.0
24	Others	AD	CHINANET	Shanghai	async	1025	slow	493.0	363.0	70.0	328.0	1254.0
11	WebKit	noAD	UNICOM	Liaoning	async	1009	slow	228.0	547.0	63.0	364.0	1202.0
13	WebKit	noAD	UNICOM	Fujian	async	973	slow	136.0	656.0	17.0	239.0	1048.0
31	WebKit	AD	CHINANET	Guangxi	async	959	slow	189.0	357.0	31.0	437.0	1014.0
0	WebKit	noAD	GWBN	Tianjin	async	944	slow	647.0	438.0	152.0	0.0	1237.0
24	WebKit	noAD	CMNET	None	async	947	slow	67.0	728.0	32.0	468.0	1295.0
20	WebKit	AD	CMNET	Sichuan	async	949	slow	114.0	551.0	239.0	407.0	1311.0
46	WebKit	AD	CHINANET	Hubei	async	954	slow	450.0	1.0	253.0	1080.0	1784.0
25	WebKit	noAD	CNCGROUP	SShanxi	sync	968	slow	995.0	666.36	93.0	125.0	1879.36
12	WebKit	noAD	UNICOM	Jiangsu	async	958	slow	440.0	464.0	45.0	96.0	1045.0
6	Trident 4.0	AD	CHINANET	Hunan	async	963	slow	800.0	106.0	110.0	93.0	1109.0
33	WebKit	noAD	CHINANET	Fujian	async	942	slow	109.0	94.0	46.0	2020.0	2269.0
17	WebKit	AD	CHINANET	Guangdong	async	942	slow	1034.0	315.0	67.0	1848.0	3264.0
18	WebKit	noAD	CHINANET	Guangdong	async	951	slow	1722.0	6.0	57.0	25.0	1810.0
15	WebKit	AD	CHINANET	None	async	961	slow	100.0	1164.0	47.0	296.0	1607.0
30	Trident 4.0	noAD	OTHER	Beijing	async	927	slow	2355.0	156.0	110.0	1045.0	3666.0
14	WebKit	AD	OTHER	None	async	900	slow	496.0	322.0	101.0	192.0	1111.0
26	WebKit	noAD	CHINANET	SShanxi	async	932	slow	187.0	50.0	118.0	812.0	1167.0
27	Trident 4.0	noAD	CRTC	Hunan	async	917	slow	344.0	140.0	188.0	3234.0	3906.0
13	Trident 5.0+	noAD	UNICOM	Guangdong	async	916	slow	235.0	512.0	46.0	2514.0	3307.0
0	Trident 4.0	AD	CRTC	Guangdong	async	915	slow	854.0	5.0	297.0	0.0	1156.0
13	Trident 4.0	noAD	UNICOM	Heibei	async	914	slow	0.0	1231.0	25.0	0.0	1256.0
28	WebKit	AD	CMNET	Shanxi	async	931	slow	344.0	13.0	976.0	1312.0	2645.0
0	WebKit	noAD	CHINANET	Zhejiang	async	917	slow	936.0	287.0	23.0	0.0	1246.0
26	Trident unversioned	noAD	OTHER	None	sync	897	slow	334.0	1246.29	235.0	516.0	2331.29
38	WebKit	noAD	CHINANET	SShanxi	async	898	slow	370.0	172.0	103.0	377.0	1022.0
26	WebKit	noAD	OTHER	SShanxi	async	902	slow	3337.0	13.0	73.0	42.0	3465.0
27	WebKit	noAD	UNICOM	Jilin	async	895	slow	1374.0	4.0	63.0	464.0	1905.0
23	Trident 4.0	noAD	UNICOM	Tianjin	async	904	slow	378.0	450.0	172.0	407.0	1407.0
34	WebKit	noAD	CHINANET	Yunnan	async	911	slow	307.0	89.0	296.0	1084.0	1776.0
14	WebKit	noAD	CHINANET	Guangdong	async	896	slow	244.0	302.0	31.0	452.0	1029.0
23	Trident 5.0+	noAD	CHINANET	Guangdong	async	905	slow	210.0	151.0	71.0	2441.0	2873.0
27	WebKit	noAD	CHINANET	Guangdong	sync	975	slow	509.0	90.93	722.0	489.0	1810.93
29	WebKit	noAD	CERNET	Guangdong	sync	992	slow	123.0	736.18	154.0	181.0	1194.18
30	Others	noAD	CHINANET	Xinjiang	sync	962	slow	2103.0	193.34	154.0	502.0	2952.34
15	Trident unversioned	AD	UNICOM	Tianjin	sync	909	slow	188.0	171.28	250.0	828.0	1437.28
31	WebKit	noAD	CHINANET	Guangdong	async	914	slow	582.0	588.0	47.0	593.0	1810.0
37	WebKit	AD	CHINANET	Guangdong	async	936	slow	261.0	220.0	253.0	596.0	1330.0
